id_praticien;code_commune;nombre_de_praticiens;evolution_sur_5_ans;apl
7;1001;0;0;2,2
7;1002;0;0;2,6
7;1004;24;2;3,4
7;1005;2;0;4,4
7;1006;0;0;0,9
7;1007;2;0;3,9
7;1008;0;0;3,4
7;1009;0;0;4,2
7;1010;0;0;2,1
7;1011;0;0;1,6
7;1012;0;0;1,3
7;1013;0;0;0,4
7;1014;2;0;2,2
7;1015;0;0;2,9
7;1016;0;0;2,3
7;1017;0;0;1,1
7;1019;0;0;0
7;1021;4;1;1,8
7;1022;5;-1;4
7;1023;0;0;1,3
7;1024;4;1;3,4
7;1025;0;0;2,9
7;1026;1;-3;3,6
7;1027;0;0;3,2
7;1028;0;0;2,2
7;1029;0;0;2,4
7;1030;0;0;3,9
7;1031;1;-1;3,1
7;1032;1;0;1,6
7;1033;6;-5;2,4
7;1034;14;-2;4
7;1035;0;0;3,2
7;1036;0;0;3,6
7;1037;0;0;1,1
7;1038;0;0;2,3
7;1040;0;0;2,2
7;1041;0;0;3,6
7;1042;0;0;2,4
7;1043;5;1;3,1
7;1044;0;0;1,3
7;1045;0;0;3,8
7;1046;0;0;1,9
7;1047;0;0;3,3
7;1049;4;0;3,2
7;1050;0;0;1,6
7;1051;0;0;0,5
7;1052;0;0;3,6
7;1053;41;-15;3,7
7;1054;0;0;2
7;1056;0;0;0,7
7;1057;0;0;1,9
7;1058;0;-1;1,3
7;1060;0;-1;1,4
7;1061;0;0;3,7
7;1062;0;0;2,1
7;1063;0;0;3,2
7;1064;0;0;3,2
7;1065;1;0;2,6
7;1066;0;0;0,2
7;1067;0;0;2
7;1068;0;0;2,2
7;1069;0;0;3,6
7;1071;2;0;2,8
7;1072;3;0;3,3
7;1073;0;0;5,4
7;1074;4;1;3,1
7;1075;1;-1;2,7
7;1076;0;0;1
7;1077;0;0;0,9
7;1078;0;0;1,6
7;1079;1;0;2,8
7;1080;0;0;1,9
7;1081;1;0;1,2
7;1082;0;0;0,7
7;1083;0;0;2,7
7;1084;0;0;1,9
7;1085;0;0;3,5
7;1087;0;0;0,5
7;1088;1;0;2,6
